"[word, tag]",Counts
"['president', 'NN']",1
"['Canton', 'NNP']",1
"['pilot', 'NN']",1
"['cancer-fighting', 'JJ']",1
"['Oncolysin', 'NNP']",1
"['clinical', 'JJ']",1
"['trial', 'NN']",1
"['attract', 'VB']",1
"['licensing', 'NN']",1
"['marketing', 'NN']",1
"['deal', 'NN']",1
"['pharmaceutical', 'JJ']",1
"['down', 'RB']",1
"['<s>', 'Microsoft']",1
"['Microsoft', 'NNP']",1
"['Redmond', 'NNP']",1
"['planned', 'VBD']",1
"['lay', 'VB']",1
"['120', 'CD']",1
"['645', 'CD']",1
"['Seattle', 'NNP']",1
"['3.5-inch', 'JJ']",1
"['diskettes', 'NNS']",1
"['<s>', 'Jackson']",1
"['Jackson', 'NNP']",1
"['acted', 'VBD']",1
"['agency', 'NN']",1
"['inspector', 'NN']",1
"['general', 'NN']",1
"['independent', 'JJ']",1
"['investigator', 'NN']",1
"['established', 'VBN']",1
"['law', 'NN']",1
"['concluded', 'VBD']",1
"['Millstone', 'NNP']",1
"['unloading', 'VBG']",1
"['once', 'RB']",1
"['though', 'IN']",1
"['license', 'NN']",1
"['partial', 'JJ']",1
"['Maine', 'NNP']",1
"['Yankee', 'NNP']",1
"['Wiscasset', 'NNP']",1
"['anonymous', 'JJ']",1
"['whistleblower', 'NN']",1
"['charged', 'VBN']",1
"['NRC', 'NNP']",1
"['enforce', 'VB']",1
"['regulations', 'NNS']",1
"['arises', 'VBZ']",1
"['refueled', 'VBN']",1
"['1970s', 'NNS']",1
"['operating', 'NN']",1
"['demanded', 'VBN']",1
"['core', 'NN']",1
"['beefed', 'VBN']",1
"['staff', 'NN']",1
"['information', 'NN']",1
"['announcement', 'NN']",1
"['produced', 'VBD']",1
"['roar', 'NN']",1
"['applause', 'NN']",1
"['shouts', 'NNS']",1
"['crowd', 'NN']",1
"['filed', 'VBN']",1
"['Honeywell-Bull', 'NNP']",1
"['meeting', 'NN']",1
"['fate', 'NN']",1
"['investigation', 'NN']",1
"['helped', 'VBD']",1
"['convict', 'VB']",1
"['involving', 'VBG']",1
"['use', 'NN']",1
"['slave', 'NN']",1
"['labor', 'NN']",1
"['Auschwitz', 'NNP']",1
"['experiments', 'NNS']",1
"['inmates', 'NNS']",1
"['<s>', 'SEATTLE']",1
"['SEATTLE', 'NNP']",1
"['Nearly', 'RB']",1
"['one-fifth', 'JJ']",1
"['suburban', 'JJ']",1
"['decreasing', 'VBG']",1
"['personal', 'JJ']",1
"['software', 'NN']",1
"['stored', 'VBD']",1
"['floppy', 'JJ']",1
"['disks', 'NNS']",1
"['<s>', 'Pink']",1
"['Pink', 'NNP']",1
"['slips', 'VBZ']",1
"['effective', 'JJ']",1
"['sent', 'VBN']",1
"['Bothel', 'NNP']",1
"['Wash', 'NNP']",1
"['Bothell', 'NNP']",1
"['duplicates', 'VBZ']",1
"['CD-ROM', 'JJ']",1
"['titles', 'NNS']",1
"['<s>', 'Manila']",1
"['within', 'IN']",1
"['Southeast', 'NNP']",1
"['Philippines', 'NNPS']",1
"['Thailand', 'NNP']",1
"['main', 'JJ']",1
"['contenders', 'NNS']",1
"['fire', 'VB']",1
"['prepares', 'VBZ']",1
"['shutter', 'VB']",1
"['lens', 'NN']",1
"['finishing', 'VBG']",1
"['<s>', 'Ford']",1
"['Lorain', 'NN']",1
"['Thunderbirds', 'NNPS']",1
"['Mercury', 'NNP']",1
"['Cougars', 'NNP']",1
"['Econoline', 'NNP']",1
"['vans', 'NNS']",1
"['weeks', 'NNS']",1
"['lack', 'NN']",1
"['<s>', 'Hyundai']",1
"['permit', 'NN']",1
"['Eugene', 'NNP']",1
"['sign', 'NN']",1
"['boom', 'NN']",1
"['continue', 'VB']",1
"['Darlington', 'NNP']",1
"['affecting', 'VBG']",1
"['<s>', 'Campbell']",1
"['Campbell', 'NNP']",1
"['Taggart', 'NNP']",1
"['nation', 'NN']",1
"['third-largest', 'JJ']",1
"['packaged', 'VBN']",1
"['bakery', 'NN']",1
"['goods', 'NNS']",1
"['Anheuser-Busch', 'NNP']",1
"['Cos.', 'NNP']",1
"['bakeries', 'NNS']",1
"['including', 'VBG']",1
"['Charlotte', 'NNP']",1
"['<s>', 'Lance']",1
"['Charlotte-based', 'JJ']",1
"['snack', 'NN']",1
"['shuttering', 'VBG']",1
"['sending', 'VBG']",1
"['213', 'CD']",1
"['unemployment', 'NN']",1
"['<s>', 'For']",1
"['Davis', 'NNP']",1
"['Caracas', 'NNP']",1
"['Venezuela', 'NNP']",1
"['reduce', 'VB']",1
"['<s>', 'Mansfield-based']",1
"['Mansfield-based', 'JJ']",1
"['Augat', 'NNP']",1
"['socket', 'NN']",1
"['Mashpee', 'NNP']",1
"['Cape', 'NNP']",1
"['Cod', 'NNP']",1
"['amid', 'IN']",1
"['slump', 'NN']",1
"['spurring', 'VBG']",1
"['Business', 'NNP']",1
"['Machines', 'NNPS']",1
"['Toshiba', 'NNP']",1
"['add', 'VB']",1
"['open', 'VBP']",1
"['Manassas', 'NNP']",1
"['picked', 'VBD']",1
"['Evansville', 'NNP']",1
"['create', 'VB']",1
"['least', 'JJS']",1
"['1,300', 'CD']",1
"['ripple', 'JJ']",1
"['suppliers', 'NNS']",1
"['expand', 'VBP']",1
"['serve', 'VB']",1
"['hand', 'NN']",1
"['Mitchell', 'NNP']",1
"['erasing', 'VBG']",1
"['Challenger', 'NNP']",1
"['<s>', '&']",1
"['...News', '.']",1
"['<s>', 'Miller']",1
"['Miller', 'NNP']",1
"['brewed', 'VBD']",1
"['run', 'NN']",1
"['beer', 'NN']",1
"['Albany', 'NNP']",1
"['Ga.', 'NNP']",1
"['spokeswoman', 'NN']",1
"['Susan', 'NNP']",1
"['Henderson', 'NNP']",1
"['``', 'They']",1
"['Minn.', 'NNP']",1
"[""''"", 'he']",1
"['quipped', 'VBD']",1
"['<s>', 'Merrick']",1
"['Merrick', 'NNP']",1
"['Aurora', 'NNP']",1
"['Colorado-based', 'JJ']",1
"['engineering', 'NN']",1
"['Coors', 'NNP']",1
"['convert', 'VB']",1
"['ethanol', 'NN']",1
"['installing', 'VBG']",1
"['distillation', 'NN']",1
"['completion', 'NN']",1
"['sometime', 'RB']",1
"['summer', 'NN']",1
"['Goldman', 'NNP']",1
"['<s>', 'New']",1
"['Following', 'VBG']",1
"['snapshot', 'NN']",1
"['today', 'NN']",1
"['stories', 'NNS']",1
"['Permitted', 'NNP']",1
"['Build', 'VB']",1
"['Plant', 'NN']",1
"['received', 'VBD']",1
"['Cupiagua', 'NNP']",1
"['eastern', 'JJ']",1
"['Aguazul', 'NNP']",1
"['Casanare', 'NNP']",1
"['200,000', 'CD']",1
"['barrels', 'NNS']",1
"['day', 'NN']",1
"['<s>', 'Early']",1
"['Early', 'RB']",1
"['career', 'NN']",1
"['held', 'VBD']",1
"['various', 'JJ']",1
"['positions', 'NNS']",1
"['accounting', 'NN']",1
"['supervision', 'NN']",1
"['relations', 'NNS']",1
"['personnel', 'NNS']",1
"['move', 'NN']",1
"['administrative', 'JJ']",1
"['entailed', 'VBD']",1
"['financial', 'JJ']",1
"['campaign', 'NN']",1
"['stop', 'NN']",1
"['Amoco', 'NNP']",1
"['outside', 'NN']",1
"['Charleston', 'NNP']",1
"['Senate', 'NNP']",1
"['blue-collar', 'JJ']",1
"['comes', 'VBZ']",1
"['lot', 'NN']",1
"['theirs', 'PRP']",1
"['<s>', '--']",1
"['generators', 'NNS']",1
"['rise', 'NN']",1
"['feet', 'NNS']",1
"['above', 'IN']",1
"['ground', 'NN']",1
"['descend', 'VB']",1
"['pounding', 'VBG']",1
"['rains', 'NNS']",1
"['added', 'VBN']",1
"['burdens', 'NNS']",1
"['roofs', 'NNS']",1
"['shop', 'NN']",1
"['Blue', 'NNP']",1
"['Point', 'NNP']",1
"['printing', 'NN']",1
"['Voorhees', 'NNP']",1
"['injuring', 'VBG']",1
"['person', 'NN']",1
"['case', 'NN']",1
"['<s>', 'Austin']",1
"['Austin', 'NNP']",1
"['buyer', 'NN']",1
"['feel', 'VB']",1
"['free', 'JJ']",1
"['ask', 'VB']",1
"['explain', 'VB']",1
"['systems', 'NNS']",1
"['air-conditioning', 'NN']",1
"['able', 'JJ']",1
"['clear', 'JJ']",1
"['precise', 'JJ']",1
"['answers', 'NNS']",1
"['secrecy', 'NN']",1
"['Dimona', 'NNP']",1
"['dead', 'JJ']",1
"['serious', 'JJ']",1
"['Mordechai', 'NNP']",1
"['Vanunu', 'NNP']",1
"['technician', 'NN']",1
"['supplied', 'VBD']",1
"['photographs', 'NNS']",1
"['London', 'NNP']",1
"['Sunday', 'NNP']",1
"['article', 'NN']",1
"['1986', 'CD']",1
"['isolation', 'NN']",1
"['prison', 'NN']",1
"['school', 'NN']",1
"['Alaska', 'NNP']",1
"['fish-processing', 'JJ']",1
"['Drug', 'NN']",1
"['Emporium', 'NN']",1
"['Bladensburg', 'NNP']",1
"['Md.', 'NNP']",1
"['Saturday', 'NNP']",1
"['morning', 'NN']",1
"['employee', 'NN']",1
"['permission', 'NN']",1
"['Lynda', 'NNP']",1
"['Smet', 'NNP']",1
"['knew', 'VBD']",1
"['Charles', 'NNP']",1
"['Wood', 'NNP']",1
"['driver', 'NN']",1
"['arrived', 'VBD']",1
"['Kimberly-Clark', 'NNP']",1
"['Milford', 'NNP']",1
"['needed', 'VBD']",1
"['instructions', 'NNS']",1
"['leave', 'VB']",1
"['<s>', 'Clinton']",1
"['Clinton', 'NNP']",1
"['begun', 'VBN']",1
"['peacemaking', 'NN']",1
"['efforts', 'NNS']",1
"['Haiti', 'NNP']",1
"['Northern', 'NNP']",1
"['Ireland', 'NNP']",1
"['Middle', 'NNP']",1
"['East', 'NNP']",1
"['Bosnia', 'NNP']",1
"['policy', 'NN']",1
"['United', 'NNP']",1
"['States', 'NNPS']",1
"['wage', 'VB']",1
"['post-Cold', 'JJ']",1
"['War', 'NNP']",1
"['profound', 'JJ']",1
"['seeing', 'VBG']",1
"['leading', 'VBG']",1
"['source', 'NN']",1
"['peace', 'NN']",1
"['freedom', 'NN']",1
"['democracy', 'NN']",1
"['assembly-line', 'JJ']",1
"['truck-making', 'JJ']",1
"['Nashville', 'NNP']",1
"['Tenn.', 'NNP']",1
"['shortly', 'RB']",1
"['whirlwind', 'NN']",1
"['tour', 'NN']",1
"['scheduled', 'VBN']",1
"['Balkan', 'NNP']",1
"['18', 'CD']",1
"['hours', 'NNS']",1
"['returning', 'VBG']",1
"['early', 'RB']",1
"['<s>', 'German']",1
"['German', 'NNP']",1
"['Italian', 'JJ']",1
"['expressed', 'VBD']",1
"['Unis', 'NNP']",1
"['risky', 'JJ']",1
"['managers', 'NNS']",1
"['reopened', 'VBN']",1
"['rely', 'VB']",1
"['rail', 'NN']",1
"['barge', 'NN']",1
"['links', 'NNS']",1
"['controlled', 'VBN']",1
"['Croatia', 'NNP']",1
"['Bosnian', 'JJ']",1
"['payments', 'NNS']",1
"['import', 'VB']",1
"['raw', 'JJ']",1
"['materials', 'NNS']",1
"['markets', 'NNS']",1
"['560', 'CD']",1
"['skilled', 'JJ']",1
"['<s>', 'Everywhere']",1
"['Everywhere', 'RB']",1
"['high-tech', 'JJ']",1
"['magnets', 'NNS']",1
"['diner', 'NN']",1
"['advertises', 'VBZ']",1
"['1.99', 'CD']",1
"['special', 'JJ']",1
"['grits', 'NNS']",1
"['eggs', 'NNS']",1
"['bacon', 'NN']",1
"['earful', 'JJ']",1
"['impasse', 'NN']",1
"['politics', 'NNS']",1
"['generally', 'RB']",1
"['purchased', 'VBN']",1
"['billboard', 'JJ']",1
"['losing', 'VBG']",1
"['sympathize', 'VB']",1
"['thrown', 'VBN']",1
"['relocations', 'NNS']",1
"['leaving', 'VBG']",1
"['army', 'NN']",1
"['reserves', 'NNS']",1
"['branched', 'VBD']",1
"['agriculture', 'NN']",1
"['later', 'RB']",1
"['co-owner', 'NN']",1
"['concrete', 'JJ']",1
"['butcher', 'NN']",1
"['disco', 'NN']",1
"['Camelot', 'NNP']",1
"['promise', 'NN']",1
"['pushed', 'VBD']",1
"['ancestral', 'JJ']",1
"['foundered', 'VBN']",1
"['shortage', 'NN']",1
"['capital', 'NN']",1
"['employ', 'VB']",1
"['them', 'PRP']",1
"['signed', 'VBD']",1
"['Israeli', 'JJ']",1
"['polyethylene', 'NN']",1
"['terephthalate', 'NN']",1
"['provided', 'VBD']",1
"['assets', 'NNS']",1
"['Zerbib', 'NNP']",1
"['think', 'VBP']",1
"['means', 'NN']",1
"['A', 'NNP']",1
"['B', 'NNP']",1
"['me', 'PRP']",1
"['vegetable', 'JJ']",1
"['<s>', 'Throughout']",1
"['Throughout', 'IN']",1
"['garden', 'VB']",1
"['indoors', 'NNS']",1
"['extensively', 'RB']",1
"['outdoors', 'NNS']",1
"['cultivating', 'VBG']",1
"['collections', 'NNS']",1
"['act', 'VBP']",1
"['furnishings', 'NNS']",1
"['lending', 'VBG']",1
"['color', 'NN']",1
"['texture', 'NN']",1
"['<s>', 'Place']",1
"['Place', 'NNP']",1
"['roots', 'NNS']",1
"['washed', 'VBD']",1
"['soil', 'NN']",1
"['top', 'NN']",1
"['charcoal', 'NN']",1
"['<s>', 'Then']",1
"['Then', 'RB']",1
"['gravel', 'JJ']",1
"['filling', 'VBG']",1
"['vase', 'NN']",1
"['stabilizing', 'VBG']",1
"['level', 'NN']",1
"['kept', 'VBN']",1
"['charcoal', 'JJ']",1
"['season', 'NN']",1
"['ASE', 'NNP']",1
"['Spire', 'NNP']",1
"['Massachusetts', 'NNP']",1
"['Africa', 'NNP']",1
"['manufacture', 'VB']",1
"['photovoltaic', 'JJ']",1
"['panels', 'NNS']",1
"['allow', 'VB']",1
"['``', 'to']",1
"['believe', 'VBP']",1
"['far', 'RB']",1
"['Leonard', 'NNP']",1
"['J.', 'NNP']",1
"['officer', 'NN']",1
"['Solarex', 'NNP']",1
"['solar', 'JJ']",1
"['2-megawatt', 'JJ']",1
"['now-closed', 'JJ']",1
"['Rancho', 'NNP']",1
"['Seco', 'NNP']",1
"['California', 'NNP']",1
"['completed', 'VBD']",1
"['1984', 'CD']",1
"['underscored', 'VBD']",1
"['steep', 'JJ']",1
"['generate', 'VBP']",1
"['additional', 'JJ']",1
"['phase', 'NN']",1
"['involves', 'VBZ']",1
"['expanding', 'VBG']",1
"['beside', 'IN']",1
"['closed', 'JJ']",1
"['``', 'Potentially']",1
"['Potentially', 'RB']",1
"['avoid', 'VB']",1
"['-LRB-', 'conventional']",1
"['conventional', 'JJ']",1
"['-RRB-', 'power']",1
"[""''"", 'because']",1
"['Schori', 'NNP']",1
"['meetings', 'NNS']",1
"['Amarillo', 'NNP']",1
"['Government', 'NNP']",1
"['Accountability', 'NNP']",1
"['alleged', 'VBN']",1
"['45-year-old', 'JJ']",1
"['primary', 'JJ']",1
"['mission', 'NN']",1
"['dismantle', 'VB']",1
"['haphazard', 'NN']",1
"['unsafe', 'JJ']",1
"['manner', 'NN']",1
"['history', 'NN']",1
"['insiders', 'NNS']",1
"['come', 'VBN']",1
"['forward', 'RB']",1
"['reveal', 'VB']",1
"['culture', 'NN']",1
"['cover-ups', 'NNS']",1
"['pervades', 'VBZ']",1
"['hiding', 'VBG']",1
"['ongoing', 'JJ']",1
"['occurrences', 'NNS']",1
"['Cold', 'NNP']",1
"['Pantex', 'NNP']",1
"['hub', 'NN']",1
"['disarmament', 'NN']",1
"['program', 'NN']",1
"['268', 'CD']",1
"['contractor', 'NN']",1
"['Hanger-Silas', 'NNP']",1
"['operated', 'VBN']",1
"['1956', 'CD']",1
"['acknowledge', 'VBP']",1
"['there', 'EX']",1
"['procedural', 'JJ']",1
"['breaches', 'NNS']",1
"['<s>', 'Quarterly']",1
"['Quarterly', 'JJ']",1
"['reviews', 'NNS']",1
"['Albuquerque', 'NNP']",1
"['Field', 'NNP']",1
"['Office', 'NNP']",1
"['confirm', 'VBP']",1
"['raised', 'VBN']",1
"['corrected', 'VBN']",1
"['Star-Telegram', 'NNP']",1
"['obtained', 'VBD']",1
"['period', 'NN']",1
"['covering', 'VBG']",1
"['1992-1994', 'CD']",1
"[';', ':']",1
"['awarded', 'VBD']",1
"['quarterly', 'JJ']",1
"['bonuses', 'NNS']",1
"['ranging', 'VBG']",1
"['``', 'If']",1
"['certainly', 'RB']",1
"['address', 'VB']",1
"['<s>', ""O'Neal""]",1
"[""O'Neal"", 'NNP']",1
"['solvents', 'NNS']",1
"['inside', 'IN']",1
"['steward', 'NN']",1
"['Metal', 'NNP']",1
"['Trades', 'NNP']",1
"['Council', 'NNP']",1
"['improperly', 'RB']",1
"['bolts', 'NNS']",1
"['passed', 'VBN']",1
"['weight', 'NN']",1
"['tests', 'NNS']",1
"['verifies', 'NNS']",1
"['allegation', 'NN']",1
"['Tom', 'NNP']",1
"['Williams', 'NNP']",1
"['counts', 'VBZ']",1
"['tritium', 'NN']",1
"['bottles', 'NNS']",1
"['weigh', 'VB']",1
"['detect', 'VB']",1
"['decayed', 'VBN']",1
"['escaped', 'VBN']",1
"['dismantlement', 'NN']",1
"['letter', 'NN']",1
"['secret', 'NN']",1
"['era', 'NN']",1
"['continued', 'VBN']",1
"['allows', 'VBZ']",1
"['``', 'cover']",1
"['cover', 'VB']",1
"['butts', 'NNS']",1
"[""''"", 'on']",1
"['issues', 'NNS']",1
"['Fairfax', 'NNP']",1
"['sworn', 'VBN']",1
"['deposition', 'NN']",1
"['performance', 'NN']",1
"['filing', 'VBG']",1
"['conduct', 'NN']",1
"['underwent', 'VBD']",1
"['psychiatric', 'JJ']",1
"['evaluation', 'NN']",1
"['removed', 'VBN']",1
"['assignment', 'NN']",1
"['DOE', 'NNP']",1
"['noted', 'VBD']",1
"['incident', 'NN']",1
"['reported', 'VBN']",1
"['regulatory', 'JJ']",1
"['oversees', 'VBZ']",1
"['jumped', 'VBD']",1
"['partly', 'RB']",1
"['reach', 'VB']",1
"['contract', 'NN']",1
"['<s>', 'its']",1
"['lowest', 'JJS']",1
"['March', 'NNP']",1
"['2.', '``']",1
"['``', 'Supply']",1
"['Supply', 'NN']",1
"['coming', 'VBG']",1
"['involved', 'VBN']",1
"['additions', 'NNS']",1
"['Kandel', 'NNP']",1
"['computer-stock', 'JJ']",1
"['analyst', 'NN']",1
"['Dreyfus', 'NNP']",1
"['manages', 'VBZ']",1
"['clues', 'NNS']",1
"['suggesting', 'VBG']",1
"['organic', 'JJ']",1
"['origin', 'NN']",1
"['surface', 'NN']",1
"['hogs', 'NNS']",1
"['fattened', 'VBN']",1
"['shipped', 'VBN']",1
"['Seaboard', 'NNP']",1
"['packing', 'NN']",1
"['Guymon', 'NNP']",1
"['Okla', 'NNP']",1
"['``', 'My']",1
"['My', 'PRP$']",1
"['dad', 'NN']",1
"['wore', 'VBD']",1
"['overalls', 'NNS']",1
"['every', 'DT']",1
"['proud', 'JJ']",1
"[""''"", 'Dole']",1
"['<s>', 'No']",1
"['No', 'DT']",1
"['vow', 'NN']",1
"['hold', 'VB']",1
"['Republican', 'NNP']",1
"['Smith', 'NNP']",1
"['Pendleton', 'NNP']",1
"['frozen-food', 'NN']",1
"['State', 'NNP']",1
"['<s>', 'Smith']",1
"['dogged', 'VBN']",1
"['pollution', 'NN']",1
"['caused', 'VBN']",1
"['spills', 'NNS']",1
"['Frozen', 'NNP']",1
"['Foods', 'NNP']",1
"['ad', 'NN']",1
"['fatal', 'JJ']",1
"['neglect', 'NN']",1
"['<s>', 'Although']",1
"['Although', 'IN']",1
"['campaigned', 'VBN']",1
"['principles', 'NNS']",1
"['unfettered', 'JJ']",1
"['enterprise', 'NN']",1
"['766,000', 'CD']",1
"['grants', 'NNS']",1
"['bring', 'VB']",1
"['compliance', 'NN']",1
"['antipollution', 'JJ']",1
"['laws', 'NNS']",1
"['salary', 'NN']",1
"['pays', 'VBZ']",1
"['Teamsters', 'NNPS']",1
"['aired', 'VBD']",1
"['radio', 'NN']",1
"['implying', 'VBG']",1
"['personally', 'RB']",1
"['responsible', 'JJ']",1
"['14-year-old', 'JJ']",1
"['boy', 'NN']",1
"['sweeping', 'VBG']",1
"['grain', 'NN']",1
"['elevator', 'NN']",1
"['<s>', 'Bishop']",1
"['Bishop', 'NNP']",1
"['widely', 'RB']",1
"['known', 'VBN']",1
"['Jerry', 'NNP']",1
"['Matrix', 'NNP']",1
"['manufacturer', 'NN']",1
"['medical-imaging', 'JJ']",1
"['Orangeburg', 'NNP']",1
"['N.Y', 'NNP']",1
"['took', 'VBD']",1
"['five', 'CD']",1
"['struggling', 'VBG']",1
"['dollars', 'NNS']",1
"['<s>', 'Though']",1
"['Though', 'IN']",1
"['principal', 'JJ']",1
"['Rockland', 'NNP']",1
"['County', 'NNP']",1
"['-LRB-', 'the']",1
"['started', 'VBD']",1
"['Northvale', 'NNP']",1
"['N.J', 'NNP']",1
"['-RRB-', 'Bishop']",1
"['managed', 'VBD']",1
"['suite', 'NN']",1
"['Rockville', 'NNP']",1
"['housed', 'VBD']",1
"['own', 'JJ']",1
"['consulting', 'NN']",1
"['<s>', 'Under']",1
"['Under', 'IN']",1
"['Wachs', 'NNP']",1
"['proposal', 'NN']",1
"['Mayor', 'NNP']",1
"['Richard', 'NNP']",1
"['Riordan', 'NNP']",1
"['bureau', 'NN']",1
"['private', 'JJ']",1
"['firms', 'NNS']",1
"['asked', 'VBN']",1
"['submit', 'VB']",1
"['proposals', 'NNS']",1
"['guarantee', 'VBP']",1
"['savings', 'NNS']",1
"['Hyperion', 'NNP']",1
"['Treatment', 'NNP']",1
"['Plant', 'NNP']",1
"['Segundo', 'NNP']",1
"['Tillman', 'NNP']",1
"['Van', 'NNP']",1
"['Nuys', 'NNP']",1
"['issue', 'NN']",1
"['Philip', 'NNP']",1
"['cigarettes', 'NNS']",1
"['using', 'VBG']",1
"['reconstituted', 'JJ']",1
"['tobacco', 'NN']",1
"['sheets', 'NNS']",1
"['non-leaf', 'JJ']",1
"['<s>', 'York']",1
"['separating', 'VBG']",1
"['water-soluble', 'JJ']",1
"['elements', 'NNS']",1
"['nicotine', 'JJ']",1
"['solubles', 'NNS']",1
"['recombined', 'VBN']",1
"['key', 'JJ']",1
"['element', 'NN']",1
"['flavor', 'NN']",1
"['document', 'NN']",1
"['solution', 'NN']",1
"['stronger', 'JJR']",1
"['evaporation', 'NN']",1
"['measures', 'NNS']",1
"['amount', 'NN']",1
"['nicotine', 'NN']",1
"['absorbed', 'VBN']",1
"['biggest', 'JJS']",1
"['BJP', 'NNP']",1
"['fears', 'NNS']",1
"['retreat', 'VB']",1
"['autarchic', 'JJ']",1
"['cocoon', 'NN']",1
"['<s>', 'Taipei']",1
"['Taipei', 'NNP']",1
"['Apparel', 'JJ']",1
"['Nien', 'NNP']",1
"['Hsing', 'NNP']",1
"['Textile', 'NNP']",1
"['NT$', 'NNP']",1
"['$', '43']",1
"['43', 'CD']",1
"['-RRB-', 'chip']",1
"['testing', 'NN']",1
"['profit', 'VB']",1
"['rapid', 'JJ']",1
"['half', 'NN']",1
"['1990s', 'CD']",1
"['<s>', 'Formosa']",1
"['Formosa', 'NNP']",1
"['Taffeta', 'NNP']",1
"['nylon', 'NN']",1
"['percent-owned', 'JJ']",1
"['Advanced', 'NNP']",1
"['Technologies', 'NNP']",1
"['ready', 'JJ']",1
"['vice', 'NN']",1
"['Wu-Lang', 'NNP']",1
"['Ford-Madza', 'NNP']",1
"['southeast', 'NN']",1
"['Bangkok', 'NNP']",1
"['fall', 'NN']",1
"['sixth', 'JJ']",1
"['Sunnyvale', 'NNP']",1
"['emerging', 'VBG']",1
"['manufacture', 'VBP']",1
"['60', 'CD']",1
"['Equitable', 'NNP']",1
"['Chicago', 'NNP']",1
"['USG', 'NNP']",1
"['insulation', 'NN']",1
"['close', 'RB']",1
"['pretax', 'JJ']",1
"['<s>', '-LCB-']",1
"['-LCB-', '-LRB-']",1
"['-LRB-', 'The']",1
"['intends', 'VBZ']",1
"['Weston', 'NNP']",1
"[':20', 'CD']",1
"['BBCO54', 'NNP']",1
"['Kodak', 'NNP']",1
"['expected', 'VBD']",1
"['copier', 'JJR']",1
"['bln', 'CD']",1
"['ELE', 'NNP']",1
"['-RRB-', 'Samsung']",1
"['Samsung', 'NNP']",1
"['SEM', 'NNP']",1
"['-RRB-', 'Granada']",1
"['Granada', 'NNP']",1
"['buys', 'VBZ']",1
"['9.2', 'CD']",1
"['%', 'NN']",1
"['Forte', 'NN']",1
"['takeover', 'NN']",1
"['bid', 'NN']",1
"['LOD', 'NNP']",1
"['-RRB-', 'Germany']",1
"['unveil', 'VB']",1
"['economies', 'NNS']",1
"['EMU', 'NNP']",1
"['-RRB-', 'Disney']",1
"['Disney', 'NNP']",1
"['purchase', 'NN']",1
"['Cities/ABC', 'NNP']",1
"['cleared', 'VBN']",1
"['JUS', 'NNP']",1
"['-RRB-', 'Justice']",1
"['Justice', 'NNP']",1
"['clears', 'VBZ']",1
"['Russian', 'JJ']",1
"['troops', 'NNS']",1
"['hostages', 'NNS']",1
"['Chechen', 'NNP']",1
"['battling', 'NN']",1
"['RUSSIA', 'NNP']",1
"['-RRB-', 'Republican']",1
"['Cohen', 'NNP']",1
"['seek', 'VB']",1
"['re-election', 'NN']",1
"[':41', 'CD']",1
"['-RRB-', 'Jan/16/96']",1
"['Jan/16/96', 'NNP']",1
"[':43', '86']",1
"['ALBANY', 'NNP']",1
"['speech', 'NN']",1
"['accomplishments', 'NNS']",1
"['Gov.', 'NNP']",1
"['George', 'NNP']",1
"['Pataki', 'NNP']",1
"['steps', 'NNS']",1
"['bureaucracy', 'NN']",1
"['Greenwich', 'NNP']",1
"['Connecticut-based', 'JJ']",1
"['specialty', 'NN']",1
"['Grozny', 'NNP']",1
"['Chechnya', 'NNP']",1
"['gunmen', 'NNS']",1
"['reportedly', 'RB']",1
"['seized', 'VBD']",1
"['waxy', 'JJ']",1
"['yellow', 'JJ']",1
"['low-calorie', 'JJ']",1
"['star', 'NN']",1
"['fruit', 'NN']",1
"['tropical', 'JJ']",1
"['Malaysia', 'NNP']",1
"['Zone', 'NNP']",1
"['average', 'JJ']",1
"['30-40', 'JJ']",1
"['degrees', 'NNS']",1
"['<s>', 'Ericsson']",1
"['Ericsson', 'NNP']",1
"['design', 'NN']",1
"['implementation', 'NN']",1
"['outside', 'JJ']",1
"['rally', 'NN']",1
"['outside', 'RB']",1
"['Bush', 'NNP']",1
"['heavily', 'RB']",1
"['guarded', 'VBN']",1
"['conference', 'NN']",1
"['opening', 'NN']",1
"['Korea', 'NNP']",1
"['meanwhile', 'RB']",1
"['done', 'VBN']",1
"['Coffee', 'NN']",1
"['Connection', 'NN']",1
"['shifted', 'VBN']",1
"['Starbucks', 'NNP']",1
"['roasting', 'VBG']",1
"['Starbucks', 'NNS']",1
"['Coast', 'NNP']",1
"['managed', 'VBN']",1
"['duplicate', 'VB']",1
"['lighter', 'JJR']",1
"['blends', 'NNS']",1
"['Coffee', 'NNP']",1
"['Connection', 'NNP']",1
"['Corby', 'NNP']",1
"['Kummer', 'NNP']",1
"['editor', 'NN']",1
"['Atlantic', 'NNP']",1
"['Monthly', 'NNP']",1
"['author', 'NN']",1
"['published', 'VBN']",1
"['Joy', 'NN']",1
"['<s>', 'AUSTIN']",1
"['AUSTIN', 'NNP']",1
"['proclaims', 'VBZ']",1
"['itself', 'PRP']",1
"['bragging', 'JJ']",1
"['Tuesday', 'NNP']",1
"['``', 'solidifies']",1
"['solidifies', 'VBZ']",1
"['21st', 'JJ']",1
"[""''"", 'Gov.']",1
"['W.', 'NNP']",1
"['<s>', 'Bush']",1
"['selection', 'NN']",1
"['Central', 'NNP']",1
"['shows', 'VBZ']",1
"['climate', 'NN']",1
"['sufficient', 'JJ']",1
"['global', 'JJ']",1
"['computers', 'NNS']",1
