"[tag, prev_tag]",Probability
"['IN', 'EX']",2.0257752273472288e-05
"['EX', 'VBD']",0.004629629629629629
"['RP', 'JJR']",7.357268981753973e-05
"['VBG', 'WP']",3.8071065989847716e-05
"['WDT', 'JJ']",3.5379444542720676e-05
"['VB', 'WDT']",6.837373081262179e-06
"['<s>', 'RBS']",3.724949713178872e-05
"['WRB', 'IN']",0.0002808357672433161
"[':', 'WRB']",4.8862720187632845e-05
"['VBP', 'WP']",4.414426345296429e-05
"['.', 'DT']",2.1651582730697616e-05
"['VBD', 'VBP']",1.2869764418962311e-05
"['PRP', 'NNS']",6.089392278650591e-05
"['JJ', 'WRB']",7.0948906145239505e-06
"['<s>', 'RBR']",5.214929598450421e-05
"['RB', 'EX']",3.6730271253053204e-05
"['.', 'VBZ']",7.217194243565871e-06
"[':', '.']",2.4431360093816422e-05
"['JJ', 'PRP$']",7.0948906145239505e-06
"['RBR', 'NNP']",0.00012212994626282364
"['TO', 'WRB']",1.7377553414254808e-05
"['<s>', 'VBZ']",4.469939655814646e-05
"['DT', 'WP']",4.617743216535215e-06
"['RB', 'WP']",9.182567813263301e-06
"['JJS', 'VBN']",9.779951100244499e-05
"['IN', 'NNPS']",1.2891296901300548e-05
"['VBZ', 'VBZ']",1.1233809272386174e-05
"['WDT', 'IN']",7.075888908544135e-05
"['NNP', 'RBR']",4.848625899420104e-06
"['IN', ':']",1.8416138430429355e-06
"['JJS', 'DT']",0.00019559902200488998
"['NNS', 'JJS']",2.5425421789586474e-05
"['VBG', 'PDT']",1.2690355329949238e-05
"['PRP', 'JJR']",6.089392278650591e-05
"['WRB', 'VBG']",5.616715344866322e-05
"['VBD', 'EX']",1.9304646628443465e-05
"['EX', 'MD']",0.0014245014245014246
"['VBN', 'MD']",2.0224696376745644e-05
"['NNPS', 'WDT']",9.656237929702588e-05
"['CC', 'JJR']",6.620981891614527e-05
"['MD', 'JJ']",3.4904013961605584e-05
"['.', 'TO']",3.6085971217829355e-06
"['IN', 'TO']",1.8416138430429355e-06
"['POS', ':']",2.2265268407810657e-05
"['RB', 'WDT']",1.8365135626526602e-05
"['MD', 'TO']",3.4904013961605584e-05
"['NNPS', 'VBP']",0.0003862495171881035
"['PRP', 'WRB']",1.2178784557301181e-05
"[':', 'WP']",2.4431360093816422e-05
"['TO', 'IN']",8.688776707127404e-06
"['POS', 'NNPS']",2.2265268407810657e-05
"['<s>', 'POS']",7.449899426357744e-06
"['POS', 'POS']",2.2265268407810657e-05
"['POS', 'PRP']",2.2265268407810657e-05
"['JJR', '.']",7.053678493334273e-05
"['JJR', 'VBN']",7.053678493334273e-05
"['<s>', 'VBP']",7.449899426357744e-06
"['POS', 'CC']",2.2265268407810657e-05
"['JJR', 'NNP']",7.053678493334273e-05
"['POS', 'RBS']",2.2265268407810657e-05
"['NN', 'EX']",6.339915856636751e-06
"['VBZ', 'JJS']",1.1233809272386174e-05
"['CD', 'NNPS']",5.489287655140993e-06
"['PRP', 'VBN']",1.2178784557301181e-05
"['JJS', '$']",9.779951100244499e-05
"['WDT', 'TO']",3.5379444542720676e-05
"['JJ', 'WP']",3.5474453072619753e-06
"['TO', 'PRP']",8.688776707127404e-06
"['DT', 'VBP']",2.539758769094368e-05
"['NNPS', 'WRB']",9.656237929702588e-05
"['VB', 'WP']",6.837373081262179e-06
"['JJR', 'PRP']",0.0003526839246667137
"['POS', '.']",2.2265268407810657e-05
"['VBZ', 'EX']",1.1233809272386174e-05
"['JJ', 'JJR']",3.5474453072619753e-06
"['JJR', 'VBG']",0.00014107356986668547
"['POS', 'JJR']",2.2265268407810657e-05
"['VBZ', 'CC']",2.2467618544772348e-05
"['JJS', 'PRP']",0.0007823960880195599
"['VBP', 'VBP']",2.2072131726482144e-05
"['JJ', 'MD']",1.4189781229047901e-05
"['VBG', 'RBR']",5.076142131979695e-05
"['RBR', 'CC']",0.0002442598925256473
"['JJR', 'RBR']",0.0002116103548000282
"['PRP$', '$']",2.237136465324385e-05
"[':', 'VB']",2.4431360093816422e-05
"['PRP', 'CD']",1.2178784557301181e-05
"['VBZ', 'VBP']",4.4935237089544695e-05
"['<s>', '</s>']",7.449899426357744e-06
