"[word, tag]",Probability
"['Streisand', 'NNP']",1.6162086331400348e-06
"['records', 'NNS']",3.6322031127980677e-06
"['sing', 'VB']",6.837373081262179e-06
"['along', 'RP']",7.357268981753973e-05
"['LaMott', 'NNP']",1.6162086331400348e-06
"['supervisor', 'NN']",1.26798317132735e-06
"['retired', 'VBN']",1.0112348188372822e-05
"['Dow', 'NNP']",1.6162086331400348e-06
"['dominated', 'VBD']",6.4348822094811555e-06
"['Midland', 'NNP']",1.6162086331400348e-06
"['record', 'NN']",1.26798317132735e-06
"['stop', 'VB']",6.837373081262179e-06
"[""'d"", 'MD']",1.7452006980802792e-05
"['keep', 'VB']",6.837373081262179e-06
"['singing', 'VBG']",1.2690355329949238e-05
"['you', 'PRP']",1.2178784557301181e-05
"['tell', 'VB']",6.837373081262179e-06
"['difference', 'NN']",1.26798317132735e-06
"['existing', 'VBG']",1.2690355329949238e-05
"['flash', 'NN']",1.26798317132735e-06
"['Hiroshima', 'NNP']",1.6162086331400348e-06
"['southern', 'JJ']",3.5474453072619753e-06
"['June', 'NNP']",1.6162086331400348e-06
"['April', 'NNP']",1.6162086331400348e-06
"['64', 'CD']",5.489287655140993e-06
"['16-megabit', 'JJ']",3.5474453072619753e-06
"['chips', 'NNS']",3.6322031127980677e-06
"['wagons', 'NNS']",3.6322031127980677e-06
"['leaders', 'NNS']",3.6322031127980677e-06
"['imports', 'VBZ']",1.1233809272386174e-05
"['Volkswagen', 'NNP']",1.6162086331400348e-06
"['Audi', 'NNP']",1.6162086331400348e-06
"['AG', 'NNP']",1.6162086331400348e-06
"['product', 'NN']",1.26798317132735e-06
"['launch', 'VB']",6.837373081262179e-06
"[""''Gyll"", 'NNP']",1.6162086331400348e-06
"['<s>', 'Volvo']",7.449899426357744e-06
"['Volvo', 'NNP']",1.6162086331400348e-06
"['trucks', 'NNS']",3.6322031127980677e-06
"['marine', 'JJ']",3.5474453072619753e-06
"['engines', 'NNS']",3.6322031127980677e-06
"['Canada', 'NNP']",1.6162086331400348e-06
"['sites', 'NNS']",3.6322031127980677e-06
"['consideration', 'NN']",1.26798317132735e-06
"['Duisburg', 'NNP']",1.6162086331400348e-06
"['tailored', 'VBN']",1.0112348188372822e-05
"['blanks', 'NNS']",3.6322031127980677e-06
"['automakers', 'NNS']",3.6322031127980677e-06
"['Thyssen', 'NNP']",1.6162086331400348e-06
"['leader', 'NN']",1.26798317132735e-06
"['Houston-based', 'JJ']",3.5474453072619753e-06
"['petrochemical', 'NN']",1.26798317132735e-06
"['boost', 'VB']",6.837373081262179e-06
"['one-third', 'NN']",1.26798317132735e-06
"['Altamira', 'NNP']",1.6162086331400348e-06
"['200', 'CD']",5.489287655140993e-06
"['pounds', 'NNS']",3.6322031127980677e-06
"['Kingsport', 'NNP']",1.6162086331400348e-06
"['Tennessee-based', 'JJ']",3.5474453072619753e-06
"['Eastman', 'NNP']",1.6162086331400348e-06
"['polyester', 'NN']",1.26798317132735e-06
"['Spain', 'NNP']",1.6162086331400348e-06
"['Netherlands', 'NNP']",1.6162086331400348e-06
"['turned', 'VBN']",1.0112348188372822e-05
"['fiber', 'NN']",1.26798317132735e-06
"['North', 'JJ']",3.5474453072619753e-06
"['400', 'CD']",5.489287655140993e-06
"['expanded', 'VBN']",1.0112348188372822e-05
"['1.1', 'CD']",5.489287655140993e-06
"['bringing', 'VBG']",1.2690355329949238e-05
"['500', 'CD']",5.489287655140993e-06
"['<s>', 'Just']",7.449899426357744e-06
"['Just', 'RB']",9.182567813263301e-06
"['Wellman', 'NNP']",1.6162086331400348e-06
"['pack', 'NN']",1.26798317132735e-06
"['come', 'VB']",6.837373081262179e-06
"['on-line', 'JJ']",3.5474453072619753e-06
"['driving', 'VBG']",1.2690355329949238e-05
"['Salomon', 'NNP']",1.6162086331400348e-06
"['Brothers', 'NNPS']",9.656237929702588e-05
"['Inc', 'NNP']",1.6162086331400348e-06
"['<s>', 'U.S.']",7.449899426357744e-06
"['makers', 'NNS']",3.6322031127980677e-06
"['four', 'CD']",5.489287655140993e-06
"['Mitsubishi', 'NNP']",1.6162086331400348e-06
"['Montero', 'NNP']",1.6162086331400348e-06
"['camper', 'NN']",1.26798317132735e-06
"['Bogota', 'NNP']",1.6162086331400348e-06
"['<s>', 'CCA']",7.449899426357744e-06
"['CCA', 'NNP']",1.6162086331400348e-06
"['install', 'VB']",6.837373081262179e-06
"['system', 'NN']",1.26798317132735e-06
"['pull', 'VB']",6.837373081262179e-06
"['through', 'IN']",1.8416138430429355e-06
"['line', 'NN']",1.26798317132735e-06
"['representing', 'VBG']",1.2690355329949238e-05
"['Robledo', 'NNP']",1.6162086331400348e-06
"['<s>', 'Rochester']",7.449899426357744e-06
"['Rochester', 'NNP']",1.6162086331400348e-06
"['Bausch', 'NNP']",1.6162086331400348e-06
"['Lomb', 'NNP']",1.6162086331400348e-06
"['cut', 'VBN']",1.0112348188372822e-05
"['835', 'CD']",5.489287655140993e-06
"['27', 'CD']",5.489287655140993e-06
"['flagging', 'VBG']",1.2690355329949238e-05
"['profits', 'NNS']",3.6322031127980677e-06
"['cuts', 'NNS']",3.6322031127980677e-06
"['help', 'VB']",6.837373081262179e-06
"['eyewear', 'NN']",1.26798317132735e-06
"['<s>', 'Bausch']",7.449899426357744e-06
"['lens-finishing', 'NN']",1.26798317132735e-06
"['Oakland', 'NNP']",1.6162086331400348e-06
"['Maryland', 'NNP']",1.6162086331400348e-06
"['eliminating', 'VBG']",1.2690355329949238e-05
"['converting', 'VBG']",1.2690355329949238e-05
"['frame-making', 'JJ']",3.5474453072619753e-06
"['support', 'NN']",1.26798317132735e-06
"['relates', 'NNS']",3.6322031127980677e-06
"['severance', 'NN']",1.26798317132735e-06
"['pay', 'NN']",1.26798317132735e-06
"['closures', 'NNS']",3.6322031127980677e-06
"['<s>', 'Two']",7.449899426357744e-06
"['Two', 'CD']",5.489287655140993e-06
"['warehouse', 'NN']",1.26798317132735e-06
"['Caterpillar', 'NNP']",1.6162086331400348e-06
"['Pa', 'NNP']",1.6162086331400348e-06
"['text', 'NN']",1.26798317132735e-06
"['addresses', 'VBZ']",1.1233809272386174e-05
"['science', 'NN']",1.26798317132735e-06
"['linking', 'VBG']",1.2690355329949238e-05
"['antioxidant', 'JJ']",3.5474453072619753e-06
"['nutrients', 'NNS']",3.6322031127980677e-06
"['foods', 'NNS']",3.6322031127980677e-06
"['potentially', 'RB']",9.182567813263301e-06
"['beneficial', 'JJ']",3.5474453072619753e-06
"['role', 'NN']",1.26798317132735e-06
"['fighting', 'VBG']",1.2690355329949238e-05
"['disease', 'NN']",1.26798317132735e-06
"['<s>', 'Enclose']",7.449899426357744e-06
"['Enclose', 'VB']",6.837373081262179e-06
"['pot', 'NN']",1.26798317132735e-06
"['plastic', 'NN']",1.26798317132735e-06
"['bag', 'NN']",1.26798317132735e-06
"['set', 'VBN']",1.0112348188372822e-05
"['bright', 'JJ']",3.5474453072619753e-06
"['place', 'NN']",1.26798317132735e-06
"['direct', 'JJ']",3.5474453072619753e-06
"['sun', 'NN']",1.26798317132735e-06
"['moist', 'JJ']",3.5474453072619753e-06
"['soggy', 'JJ']",3.5474453072619753e-06
"['finished', 'JJ']",3.5474453072619753e-06
"['concern', 'NN']",1.26798317132735e-06
"['stalled', 'VBN']",1.0112348188372822e-05
"['talks', 'NNS']",3.6322031127980677e-06
"['easing', 'VBG']",1.2690355329949238e-05
"['<s>', 'Published']",7.449899426357744e-06
"['Published', 'VBN']",1.0112348188372822e-05
"[':22', 'CD']",5.489287655140993e-06
"['See', 'VB']",6.837373081262179e-06
"['story', 'NN']",1.26798317132735e-06
"['NI', 'NNP']",1.6162086331400348e-06
"['AUT', 'NNP']",1.6162086331400348e-06
"['HEADLINE', 'NNP']",1.6162086331400348e-06
"['NEWS', 'NNP']",1.6162086331400348e-06
"['Business', 'NN']",1.26798317132735e-06
"['finance', 'NN']",1.26798317132735e-06
"['Chrysler', 'NNP']",1.6162086331400348e-06
"['carmakers', 'NNS']",3.6322031127980677e-06
"['plan', 'VBP']",2.2072131726482144e-05
"['parts', 'NNS']",3.6322031127980677e-06
"['MDS', 'NNP']",1.6162086331400348e-06
"['German', 'JJ']",3.5474453072619753e-06
"['bank', 'NN']",1.26798317132735e-06
"['banks', 'NNS']",3.6322031127980677e-06
"['follow', 'VB']",6.837373081262179e-06
"['GER', 'NNP']",1.6162086331400348e-06
"['Murdoch', 'NNP']",1.6162086331400348e-06
"['News', 'NNP']",1.6162086331400348e-06
"['bids', 'VBZ']",1.1233809272386174e-05
"['bln', 'NN']",1.26798317132735e-06
"['Olympic', 'NNP']",1.6162086331400348e-06
"['TV', 'NN']",1.26798317132735e-06
"['MED', 'NNP']",1.6162086331400348e-06
"['SEC', 'NNP']",1.6162086331400348e-06
"['review', 'VB']",6.837373081262179e-06
"['Loral', 'NNP']",1.6162086331400348e-06
"['possible', 'JJ']",3.5474453072619753e-06
"['insider', 'NN']",1.26798317132735e-06
"['trading', 'NN']",1.26798317132735e-06
"['Worldwide', 'NNP']",1.6162086331400348e-06
"['Sen', 'NNP']",1.6162086331400348e-06
"['Dole', 'NNP']",1.6162086331400348e-06
"['sees', 'VBZ']",1.1233809272386174e-05
"['reason', 'NN']",1.26798317132735e-06
"['budget', 'NN']",1.26798317132735e-06
"['CNG', 'NNP']",1.6162086331400348e-06
"['Gore', 'NNP']",1.6162086331400348e-06
"['represent', 'VB']",6.837373081262179e-06
"['Mitterrand', 'NNP']",1.6162086331400348e-06
"['memorial', 'JJ']",3.5474453072619753e-06
"['service', 'NN']",1.26798317132735e-06
"['EXE', 'NNP']",1.6162086331400348e-06
"['balloonist', 'NN']",1.26798317132735e-06
"['lands', 'NNS']",3.6322031127980677e-06
"['quits', 'VBZ']",1.1233809272386174e-05
"['solo', 'NN']",1.26798317132735e-06
"['flight', 'NN']",1.26798317132735e-06
"['BBN42', 'NN']",1.26798317132735e-06
"['16', 'CD']",5.489287655140993e-06
"[':43', 'CD']",5.489287655140993e-06
"['-0-', 'CD']",5.489287655140993e-06
"['BBN', 'NNP']",1.6162086331400348e-06
"['Jan/10/96', 'NNP']",1.6162086331400348e-06
"[':45', 'CD']",5.489287655140993e-06
"['EOS', 'NNS']",3.6322031127980677e-06
"['86', 'CD']",5.489287655140993e-06
"['Schaumburg', 'NNP']",1.6162086331400348e-06
"['Motorola', 'NNP']",1.6162086331400348e-06
"['made', 'VBD']",6.4348822094811555e-06
"['too', 'RB']",9.182567813263301e-06
"['cellular', 'JJ']",3.5474453072619753e-06
"['phones', 'NNS']",3.6322031127980677e-06
"['pagers', 'NNS']",3.6322031127980677e-06
"['semiconductors', 'NNS']",3.6322031127980677e-06
"['causing', 'VBG']",1.2690355329949238e-05
"['profit', 'NN']",1.26798317132735e-06
"['decline', 'NN']",1.26798317132735e-06
"['4.4', 'CD']",5.489287655140993e-06
"['Richmond', 'NNP']",1.6162086331400348e-06
"['Virginia', 'NNP']",1.6162086331400348e-06
"['PowerPC', 'NNP']",1.6162086331400348e-06
"['microprocessors', 'NNS']",3.6322031127980677e-06
"['<s>', 'Motorola']",7.449899426357744e-06
"['hurt', 'VBN']",1.0112348188372822e-05
"['start-up', 'JJ']",3.5474453072619753e-06
"['space', 'NN']",1.26798317132735e-06
"['Israel', 'NNP']",1.6162086331400348e-06
"['Peres', 'NNP']",1.6162086331400348e-06
"['Navy', 'NNP']",1.6162086331400348e-06
"['commander', 'NN']",1.26798317132735e-06
"['security', 'NN']",1.26798317132735e-06
"['head', 'NN']",1.26798317132735e-06
"['MDEST', 'NNP']",1.6162086331400348e-06
"['17', 'CD']",5.489287655140993e-06
"[':12', 'CD']",5.489287655140993e-06
"['-0-', '.']",3.6085971217829355e-06
"['17:31', 'CD']",5.489287655140993e-06
"['LOS', 'NNP']",1.6162086331400348e-06
"['ANGELES', 'NNS']",3.6322031127980677e-06
"['Do', 'VBP']",2.2072131726482144e-05
"['really', 'RB']",9.182567813263301e-06
"['want', 'VBP']",2.2072131726482144e-05
"['live', 'VB']",6.837373081262179e-06
"['Single', 'NNP']",1.6162086331400348e-06
"['Guy', 'NNP']",1.6162086331400348e-06
"['sixth-most-watched', 'JJ']",3.5474453072619753e-06
"['prime', 'JJ']",3.5474453072619753e-06
"['?', '.']",3.6085971217829355e-06
"['liquifies', 'VBZ']",1.1233809272386174e-05
"['natural', 'JJ']",3.5474453072619753e-06
"['gas', 'NN']",1.26798317132735e-06
"['cooling', 'VBG']",1.2690355329949238e-05
"['low', 'JJ']",3.5474453072619753e-06
"['temperatures', 'NNS']",3.6322031127980677e-06
"['<s>', 'Ontario-based']",7.449899426357744e-06
"['Ontario-based', 'JJ']",3.5474453072619753e-06
"['Tarxien', 'NNP']",1.6162086331400348e-06
"['whose', 'WP$']",0.0006493506493506494
"['shares', 'NNS']",3.6322031127980677e-06
"['drop', 'NN']",1.26798317132735e-06
"['combined', 'JJ']",3.5474453072619753e-06
"['startup', 'NN']",1.26798317132735e-06
"['plastics', 'NNS']",3.6322031127980677e-06
"['molding', 'NN']",1.26798317132735e-06
"['lite', 'NN']",1.26798317132735e-06
"['soft-drink', 'NN']",1.26798317132735e-06
"['grounds', 'NNS']",3.6322031127980677e-06
"['brewery', 'NN']",1.26798317132735e-06
"['Brahma', 'NNP']",1.6162086331400348e-06
"['President', 'NNP']",1.6162086331400348e-06
"['Marcel', 'NNP']",1.6162086331400348e-06
"['Telles', 'NNP']",1.6162086331400348e-06
"['sunglasses', 'NNS']",3.6322031127980677e-06
"['lens-finishing', 'JJ']",3.5474453072619753e-06
"['year-end', 'NN']",1.26798317132735e-06
"['departures', 'NNS']",3.6322031127980677e-06
"['Echols', 'NNP']",1.6162086331400348e-06
"['<s>', 'Allied']",7.449899426357744e-06
"['Allied', 'NNP']",1.6162086331400348e-06
"['Signal', 'NNP']",1.6162086331400348e-06
"['Morristown', 'NNP']",1.6162086331400348e-06
"['N.J.', 'NNP']",1.6162086331400348e-06
"['Norwood', 'NNP']",1.6162086331400348e-06
"['Mass.', 'NNP']",1.6162086331400348e-06
"['navigation', 'NN']",1.26798317132735e-06
"['Cheshire', 'NNP']",1.6162086331400348e-06
"['Conn.', 'NNP']",1.6162086331400348e-06
"['<s>', 'OPTIONAL']",7.449899426357744e-06
"['OPTIONAL', 'NNP']",1.6162086331400348e-06
"['END', 'NNP']",1.6162086331400348e-06
"['Nokia', 'NNP']",1.6162086331400348e-06
"['Alliance', 'NNP']",1.6162086331400348e-06
"['mean', 'VB']",6.837373081262179e-06
"['either', 'CC']",8.276227364518158e-06
"['Dutch', 'JJ']",3.5474453072619753e-06
"['indicated', 'VBD']",6.4348822094811555e-06
"['brand', 'NN']",1.26798317132735e-06
"['Spice', 'NNP']",1.6162086331400348e-06
"['Islands', 'NNP']",1.6162086331400348e-06
"['Fleischmann', 'NNP']",1.6162086331400348e-06
"['yeast', 'NN']",1.26798317132735e-06
"['spice', 'NN']",1.26798317132735e-06
"['herb', 'NN']",1.26798317132735e-06
"['60-acre', 'JJ']",3.5474453072619753e-06
"['Ankeny', 'NNP']",1.6162086331400348e-06
"['Iowa', 'NNP']",1.6162086331400348e-06
"['Sparks', 'NNP']",1.6162086331400348e-06
"['Nevada', 'NNP']",1.6162086331400348e-06
"['Bethlehem', 'NNP']",1.6162086331400348e-06
"['phased', 'VBN']",1.0112348188372822e-05
"['quite', 'RB']",9.182567813263301e-06
"['do', 'VBP']",2.2072131726482144e-05
"['cognizant', 'NN']",1.26798317132735e-06
"['fact', 'NN']",1.26798317132735e-06
"['does', 'VBZ']",1.1233809272386174e-05
"['preferences', 'NNS']",3.6322031127980677e-06
"['having', 'VBG']",1.2690355329949238e-05
"['home-produced', 'JJ']",3.5474453072619753e-06
"['instances', 'NNS']",3.6322031127980677e-06
"['feel', 'VBP']",2.2072131726482144e-05
"['want', 'VB']",6.837373081262179e-06
"['Clack', 'NNP']",1.6162086331400348e-06
"['<s>', 'Contractor']",7.449899426357744e-06
"['Contractor', 'NNP']",1.6162086331400348e-06
"['JDC', 'NNP']",1.6162086331400348e-06
"['soared', 'VBD']",6.4348822094811555e-06
"['590', 'CD']",5.489287655140993e-06
"['engineer', 'NN']",1.26798317132735e-06
"['Chiyoda', 'NNP']",1.6162086331400348e-06
"['gained', 'VBD']",6.4348822094811555e-06
"['1,200', 'CD']",5.489287655140993e-06
"['places', 'NNS']",3.6322031127980677e-06
"['course', 'NN']",1.26798317132735e-06
"['usually', 'RB']",9.182567813263301e-06
"['potted', 'JJ']",3.5474453072619753e-06
"['<s>', 'BP']",7.449899426357744e-06
"['wants', 'VBZ']",1.1233809272386174e-05
"['rid', 'JJ']",3.5474453072619753e-06
"['refineries', 'NNS']",3.6322031127980677e-06
"['soon', 'RB']",9.182567813263301e-06
"['buyers', 'NNS']",3.6322031127980677e-06
"['Pernis', 'NNP']",1.6162086331400348e-06
"['such', 'JJ']",3.5474453072619753e-06
"['Wright', 'NNP']",1.6162086331400348e-06
"['wood', 'NN']",1.26798317132735e-06
"['retirements', 'NNS']",3.6322031127980677e-06
"['Peru', 'NNP']",1.6162086331400348e-06
"['link', 'VB']",6.837373081262179e-06
"['wells', 'NNS']",3.6322031127980677e-06
"['pipelines', 'NNS']",3.6322031127980677e-06
"['comments', 'NNS']",3.6322031127980677e-06
"['Lee', 'NNP']",1.6162086331400348e-06
"['schmoozing', 'VBG']",1.2690355329949238e-05
"['clients', 'NNS']",3.6322031127980677e-06
"['Super', 'NNP']",1.6162086331400348e-06
"['Bowl', 'NNP']",1.6162086331400348e-06
"['Olympics', 'NNPS']",9.656237929702588e-05
"['rankled', 'VBD']",6.4348822094811555e-06
"['juxtaposition', 'NN']",1.26798317132735e-06
"['closings', 'NNS']",3.6322031127980677e-06
"['layoffs', 'NNS']",3.6322031127980677e-06
"['479', 'CD']",5.489287655140993e-06
"['St.', 'NNP']",1.6162086331400348e-06
"['Joseph', 'NNP']",1.6162086331400348e-06
"['Mo.', 'NNP']",1.6162086331400348e-06
"['731', 'CD']",5.489287655140993e-06
"['75', 'CD']",5.489287655140993e-06
"['office', 'NN']",1.26798317132735e-06
"['Merriam', 'NNP']",1.6162086331400348e-06
"['Kan.', 'NNP']",1.6162086331400348e-06
"['cannot', 'VBP']",2.2072131726482144e-05
"['possibly', 'RB']",9.182567813263301e-06
"['enjoyed', 'VBN']",1.0112348188372822e-05
"['reading', 'NN']",1.26798317132735e-06
"['<s>', 'OraVax']",7.449899426357744e-06
"['OraVax', 'NNP']",1.6162086331400348e-06
"['acquire', 'VB']",6.837373081262179e-06
"['ImmunoGen', 'NNP']",1.6162086331400348e-06
"['mothballed', 'JJ']",3.5474453072619753e-06
"['bioproduction', 'NN']",1.26798317132735e-06
"['once-troubled', 'JJ']",3.5474453072619753e-06
"['housed', 'VBN']",1.0112348188372822e-05
"['T-Cell', 'NNP']",1.6162086331400348e-06
"['Sciences', 'NNPS']",9.656237929702588e-05
"['fraction', 'NN']",1.26798317132735e-06
"['Lance', 'NNP']",1.6162086331400348e-06
"['Gordon', 'NNP']",1.6162086331400348e-06
"['president', 'NN']",1.26798317132735e-06
"['Canton', 'NNP']",1.6162086331400348e-06
"['pilot', 'NN']",1.26798317132735e-06
"['cancer-fighting', 'JJ']",3.5474453072619753e-06
"['Oncolysin', 'NNP']",1.6162086331400348e-06
"['clinical', 'JJ']",3.5474453072619753e-06
"['trial', 'NN']",1.26798317132735e-06
"['attract', 'VB']",6.837373081262179e-06
"['licensing', 'NN']",1.26798317132735e-06
"['marketing', 'NN']",1.26798317132735e-06
"['deal', 'NN']",1.26798317132735e-06
"['pharmaceutical', 'JJ']",3.5474453072619753e-06
"['down', 'RB']",9.182567813263301e-06
"['<s>', 'Microsoft']",7.449899426357744e-06
"['Microsoft', 'NNP']",1.6162086331400348e-06
"['Redmond', 'NNP']",1.6162086331400348e-06
"['planned', 'VBD']",6.4348822094811555e-06
"['lay', 'VB']",6.837373081262179e-06
"['120', 'CD']",5.489287655140993e-06
"['645', 'CD']",5.489287655140993e-06
"['Seattle', 'NNP']",1.6162086331400348e-06
"['3.5-inch', 'JJ']",3.5474453072619753e-06
"['diskettes', 'NNS']",3.6322031127980677e-06
"['<s>', 'Jackson']",7.449899426357744e-06
"['Jackson', 'NNP']",1.6162086331400348e-06
"['acted', 'VBD']",6.4348822094811555e-06
"['agency', 'NN']",1.26798317132735e-06
"['inspector', 'NN']",1.26798317132735e-06
"['general', 'NN']",1.26798317132735e-06
"['independent', 'JJ']",3.5474453072619753e-06
"['investigator', 'NN']",1.26798317132735e-06
"['established', 'VBN']",1.0112348188372822e-05
"['law', 'NN']",1.26798317132735e-06
"['concluded', 'VBD']",6.4348822094811555e-06
"['Millstone', 'NNP']",1.6162086331400348e-06
"['unloading', 'VBG']",1.2690355329949238e-05
"['once', 'RB']",9.182567813263301e-06
"['though', 'IN']",1.8416138430429355e-06
"['license', 'NN']",1.26798317132735e-06
"['partial', 'JJ']",3.5474453072619753e-06
"['Maine', 'NNP']",1.6162086331400348e-06
"['Yankee', 'NNP']",1.6162086331400348e-06
"['Wiscasset', 'NNP']",1.6162086331400348e-06
"['anonymous', 'JJ']",3.5474453072619753e-06
"['whistleblower', 'NN']",1.26798317132735e-06
"['charged', 'VBN']",1.0112348188372822e-05
"['NRC', 'NNP']",1.6162086331400348e-06
"['enforce', 'VB']",6.837373081262179e-06
"['regulations', 'NNS']",3.6322031127980677e-06
"['arises', 'VBZ']",1.1233809272386174e-05
"['refueled', 'VBN']",1.0112348188372822e-05
"['1970s', 'NNS']",3.6322031127980677e-06
"['operating', 'NN']",1.26798317132735e-06
"['demanded', 'VBN']",1.0112348188372822e-05
"['core', 'NN']",1.26798317132735e-06
"['beefed', 'VBN']",1.0112348188372822e-05
"['staff', 'NN']",1.26798317132735e-06
"['information', 'NN']",1.26798317132735e-06
"['announcement', 'NN']",1.26798317132735e-06
"['produced', 'VBD']",6.4348822094811555e-06
"['roar', 'NN']",1.26798317132735e-06
"['applause', 'NN']",1.26798317132735e-06
"['shouts', 'NNS']",3.6322031127980677e-06
"['crowd', 'NN']",1.26798317132735e-06
"['filed', 'VBN']",1.0112348188372822e-05
"['Honeywell-Bull', 'NNP']",1.6162086331400348e-06
"['meeting', 'NN']",1.26798317132735e-06
"['fate', 'NN']",1.26798317132735e-06
"['investigation', 'NN']",1.26798317132735e-06
"['helped', 'VBD']",6.4348822094811555e-06
"['convict', 'VB']",6.837373081262179e-06
"['involving', 'VBG']",1.2690355329949238e-05
"['use', 'NN']",1.26798317132735e-06
"['slave', 'NN']",1.26798317132735e-06
"['labor', 'NN']",1.26798317132735e-06
"['Auschwitz', 'NNP']",1.6162086331400348e-06
"['experiments', 'NNS']",3.6322031127980677e-06
"['inmates', 'NNS']",3.6322031127980677e-06
"['<s>', 'SEATTLE']",7.449899426357744e-06
"['SEATTLE', 'NNP']",1.6162086331400348e-06
"['Nearly', 'RB']",9.182567813263301e-06
"['one-fifth', 'JJ']",3.5474453072619753e-06
"['suburban', 'JJ']",3.5474453072619753e-06
"['decreasing', 'VBG']",1.2690355329949238e-05
"['personal', 'JJ']",3.5474453072619753e-06
"['software', 'NN']",1.26798317132735e-06
"['stored', 'VBD']",6.4348822094811555e-06
"['floppy', 'JJ']",3.5474453072619753e-06
"['disks', 'NNS']",3.6322031127980677e-06
"['<s>', 'Pink']",7.449899426357744e-06
"['Pink', 'NNP']",1.6162086331400348e-06
"['slips', 'VBZ']",1.1233809272386174e-05
"['effective', 'JJ']",3.5474453072619753e-06
"['sent', 'VBN']",1.0112348188372822e-05
"['Bothel', 'NNP']",1.6162086331400348e-06
"['Wash', 'NNP']",1.6162086331400348e-06
"['Bothell', 'NNP']",1.6162086331400348e-06
"['duplicates', 'VBZ']",1.1233809272386174e-05
"['CD-ROM', 'JJ']",3.5474453072619753e-06
"['titles', 'NNS']",3.6322031127980677e-06
"['<s>', 'Manila']",7.449899426357744e-06
"['within', 'IN']",1.8416138430429355e-06
"['Southeast', 'NNP']",1.6162086331400348e-06
"['Philippines', 'NNPS']",9.656237929702588e-05
"['Thailand', 'NNP']",1.6162086331400348e-06
"['main', 'JJ']",3.5474453072619753e-06
"['contenders', 'NNS']",3.6322031127980677e-06
"['fire', 'VB']",6.837373081262179e-06
"['prepares', 'VBZ']",1.1233809272386174e-05
"['shutter', 'VB']",6.837373081262179e-06
"['lens', 'NN']",1.26798317132735e-06
"['finishing', 'VBG']",1.2690355329949238e-05
"['<s>', 'Ford']",7.449899426357744e-06
"['Lorain', 'NN']",1.26798317132735e-06
"['Thunderbirds', 'NNPS']",9.656237929702588e-05
"['Mercury', 'NNP']",1.6162086331400348e-06
"['Cougars', 'NNP']",1.6162086331400348e-06
"['Econoline', 'NNP']",1.6162086331400348e-06
"['vans', 'NNS']",3.6322031127980677e-06
"['weeks', 'NNS']",3.6322031127980677e-06
"['lack', 'NN']",1.26798317132735e-06
"['<s>', 'Hyundai']",7.449899426357744e-06
"['permit', 'NN']",1.26798317132735e-06
"['Eugene', 'NNP']",1.6162086331400348e-06
"['sign', 'NN']",1.26798317132735e-06
"['boom', 'NN']",1.26798317132735e-06
"['continue', 'VB']",6.837373081262179e-06
"['Darlington', 'NNP']",1.6162086331400348e-06
"['affecting', 'VBG']",1.2690355329949238e-05
"['<s>', 'Campbell']",7.449899426357744e-06
"['Campbell', 'NNP']",1.6162086331400348e-06
"['Taggart', 'NNP']",1.6162086331400348e-06
"['nation', 'NN']",1.26798317132735e-06
"['third-largest', 'JJ']",3.5474453072619753e-06
"['packaged', 'VBN']",1.0112348188372822e-05
"['bakery', 'NN']",1.26798317132735e-06
"['goods', 'NNS']",3.6322031127980677e-06
"['Anheuser-Busch', 'NNP']",1.6162086331400348e-06
"['Cos.', 'NNP']",1.6162086331400348e-06
"['bakeries', 'NNS']",3.6322031127980677e-06
"['including', 'VBG']",1.2690355329949238e-05
"['Charlotte', 'NNP']",1.6162086331400348e-06
"['<s>', 'Lance']",7.449899426357744e-06
"['Charlotte-based', 'JJ']",3.5474453072619753e-06
"['snack', 'NN']",1.26798317132735e-06
"['shuttering', 'VBG']",1.2690355329949238e-05
"['sending', 'VBG']",1.2690355329949238e-05
"['213', 'CD']",5.489287655140993e-06
"['unemployment', 'NN']",1.26798317132735e-06
"['<s>', 'For']",7.449899426357744e-06
"['Davis', 'NNP']",1.6162086331400348e-06
"['Caracas', 'NNP']",1.6162086331400348e-06
"['Venezuela', 'NNP']",1.6162086331400348e-06
"['reduce', 'VB']",6.837373081262179e-06
"['<s>', 'Mansfield-based']",7.449899426357744e-06
"['Mansfield-based', 'JJ']",3.5474453072619753e-06
"['Augat', 'NNP']",1.6162086331400348e-06
"['socket', 'NN']",1.26798317132735e-06
"['Mashpee', 'NNP']",1.6162086331400348e-06
"['Cape', 'NNP']",1.6162086331400348e-06
"['Cod', 'NNP']",1.6162086331400348e-06
"['amid', 'IN']",1.8416138430429355e-06
"['slump', 'NN']",1.26798317132735e-06
"['spurring', 'VBG']",1.2690355329949238e-05
"['Business', 'NNP']",1.6162086331400348e-06
"['Machines', 'NNPS']",9.656237929702588e-05
"['Toshiba', 'NNP']",1.6162086331400348e-06
"['add', 'VB']",6.837373081262179e-06
"['open', 'VBP']",2.2072131726482144e-05
"['Manassas', 'NNP']",1.6162086331400348e-06
"['picked', 'VBD']",6.4348822094811555e-06
"['Evansville', 'NNP']",1.6162086331400348e-06
"['create', 'VB']",6.837373081262179e-06
"['least', 'JJS']",9.779951100244499e-05
"['1,300', 'CD']",5.489287655140993e-06
"['ripple', 'JJ']",3.5474453072619753e-06
"['suppliers', 'NNS']",3.6322031127980677e-06
"['expand', 'VBP']",2.2072131726482144e-05
"['serve', 'VB']",6.837373081262179e-06
"['hand', 'NN']",1.26798317132735e-06
